170.000000 224.000000 1.31 tree_2_racks_20_tasks
215.000000 295.000000 1.37 tree_3_racks_30_tasks
1437.000000 2063.000000 1.43 tree_10_racks_1000_tasks
1316.000000 1914.000000 1.45 tree_5_racks_500_tasks
1074.000000 1613.500000 1.50 tree_3_racks_300_tasks
858.000000 1311.000000 1.52 tree_2_racks_200_tasks
1167.000000 1746.000000 1.49 tree_4_racks_400_tasks
277.000000 435.000000 1.57 tree_2_racks_40_tasks
923.000000 1481.000000 1.60 tree_10_racks_500_tasks
523.000000 928.000000 1.77 tree_2_racks_100_tasks
298.000000 552.000000 1.85 tree_5_racks_50_tasks
238.000000 435.000000 1.82 tree_4_racks_40_tasks
764.000000 1370.000000 1.79 tree_5_racks_250_tasks
633.000000 1176.000000 1.85 tree_10_racks_200_tasks
474.000000 898.000000 1.89 tree_10_racks_100_tasks
581.000000 1096.000000 1.88 tree_3_racks_150_tasks
652.000000 1246.000000 1.91 tree_4_racks_200_tasks
411.000000 839.000000 2.04 tree_5_racks_100_tasks
309.000000 675.000000 2.18 tree_3_racks_60_tasks
351.000000 814.000000 2.31 tree_4_racks_80_tasks
